,Tweet Id
802,1.39657E+18
805,1.39657E+18
806,1.39657E+18
807,1.39657E+18
808,1.39657E+18
809,1.39657E+18
810,1.39657E+18
811,1.39657E+18
813,1.39657E+18
814,1.39657E+18
815,1.39657E+18
816,1.39657E+18
818,1.39657E+18
819,1.39657E+18
820,1.39657E+18
821,1.39657E+18
822,1.39657E+18
824,1.39657E+18
825,1.39657E+18
827,1.39657E+18
828,1.39657E+18
829,1.39657E+18
830,1.39657E+18
831,1.39657E+18
832,1.39657E+18
833,1.39657E+18
834,1.39657E+18
835,1.39657E+18
836,1.39657E+18
837,1.39657E+18
838,1.39657E+18
839,1.39657E+18
840,1.39657E+18
841,1.39657E+18
842,1.39657E+18
843,1.39657E+18
844,1.39657E+18
845,1.39657E+18
846,1.39657E+18
847,1.39657E+18
848,1.39657E+18
849,1.39657E+18
850,1.39657E+18
851,1.39657E+18
852,1.39657E+18
853,1.39657E+18
854,1.39657E+18
855,1.39657E+18
856,1.39657E+18
857,1.39657E+18
858,1.39657E+18
859,1.39657E+18
860,1.39657E+18
861,1.39657E+18
862,1.39657E+18
863,1.39657E+18
864,1.39657E+18
865,1.39657E+18
866,1.39657E+18
867,1.39657E+18
868,1.39657E+18
869,1.39657E+18
870,1.39657E+18
871,1.39657E+18
872,1.39657E+18
873,1.39657E+18
874,1.39657E+18
875,1.39657E+18
876,1.39657E+18
877,1.39657E+18
878,1.39657E+18
879,1.39657E+18
880,1.39657E+18
881,1.39657E+18
882,1.39657E+18
883,1.39657E+18
884,1.39657E+18
885,1.39657E+18
886,1.39657E+18
887,1.39657E+18
888,1.39657E+18
889,1.39657E+18
890,1.39657E+18
891,1.39657E+18
892,1.39657E+18
893,1.39657E+18
894,1.39657E+18
895,1.39657E+18
896,1.39657E+18
897,1.39657E+18
898,1.39657E+18
899,1.39657E+18
900,1.39657E+18
901,1.39657E+18
902,1.39657E+18
903,1.39657E+18
904,1.39657E+18
905,1.39657E+18
906,1.39657E+18
907,1.39657E+18
908,1.39657E+18
909,1.39657E+18
911,1.39657E+18
912,1.39657E+18
913,1.39657E+18
914,1.39657E+18
916,1.39657E+18
917,1.39657E+18
918,1.39657E+18
919,1.39657E+18
920,1.39657E+18
921,1.39657E+18
922,1.39657E+18
923,1.39657E+18
924,1.39657E+18
925,1.39657E+18
926,1.39657E+18
927,1.39657E+18
928,1.39657E+18
929,1.39657E+18
931,1.39657E+18
932,1.39657E+18
933,1.39657E+18
934,1.39657E+18
935,1.39657E+18
936,1.39657E+18
937,1.39657E+18
938,1.39657E+18
939,1.39657E+18
940,1.39657E+18
941,1.39657E+18
942,1.39657E+18
943,1.39657E+18
944,1.39657E+18
945,1.39657E+18
946,1.39657E+18
947,1.39657E+18
948,1.39657E+18
949,1.39657E+18
950,1.39657E+18
951,1.39657E+18
952,1.39657E+18
953,1.39657E+18
954,1.39657E+18
955,1.39657E+18
956,1.39657E+18
957,1.39657E+18
958,1.39657E+18
960,1.39657E+18
961,1.39657E+18
962,1.39657E+18
963,1.39657E+18
964,1.39657E+18
965,1.39657E+18
966,1.39657E+18
967,1.39657E+18
969,1.39657E+18
970,1.39657E+18
971,1.39657E+18
972,1.39657E+18
973,1.39657E+18
974,1.39657E+18
975,1.39657E+18
976,1.39657E+18
977,1.39657E+18
978,1.39657E+18
979,1.39657E+18
980,1.39657E+18
981,1.39657E+18
982,1.39657E+18
983,1.39657E+18
984,1.39657E+18
985,1.39657E+18
986,1.39657E+18
987,1.39657E+18
988,1.39657E+18
989,1.39657E+18
990,1.39657E+18
991,1.39657E+18
992,1.39657E+18
993,1.39657E+18
994,1.39656E+18
995,1.39656E+18
996,1.39656E+18
997,1.39656E+18
998,1.39656E+18
999,1.39656E+18
1000,1.39656E+18
1001,1.39656E+18
1002,1.39656E+18
1003,1.39656E+18
1004,1.39656E+18
1005,1.39656E+18
1006,1.39656E+18
1007,1.39656E+18
1008,1.39656E+18
1009,1.39656E+18
1010,1.39656E+18
1011,1.39656E+18
1012,1.39656E+18
1013,1.39656E+18
1014,1.39656E+18
1015,1.39656E+18
1016,1.39656E+18
1017,1.39656E+18
1018,1.39656E+18
1019,1.39656E+18
1020,1.39656E+18
1021,1.39656E+18
1022,1.39656E+18
1023,1.39656E+18
1024,1.39656E+18
1025,1.39656E+18
1027,1.39656E+18
1028,1.39656E+18
1030,1.39656E+18
1031,1.39656E+18
1032,1.39656E+18
1033,1.39656E+18
1034,1.39656E+18
1036,1.39656E+18
1038,1.39656E+18
1039,1.39656E+18
1040,1.39656E+18
1041,1.39656E+18
1042,1.39656E+18
1044,1.39656E+18
1045,1.39656E+18
1046,1.39656E+18
1047,1.39656E+18
1048,1.39656E+18
1049,1.39656E+18
1050,1.39656E+18
1051,1.39656E+18
1052,1.39656E+18
1053,1.39656E+18
1055,1.39656E+18
1056,1.39656E+18
1057,1.39656E+18
1058,1.39656E+18
1059,1.39656E+18
1060,1.39656E+18
1061,1.39656E+18
1062,1.39656E+18
1063,1.39656E+18
1064,1.39656E+18
1065,1.39656E+18
1066,1.39656E+18
1067,1.39656E+18
1068,1.39656E+18
1069,1.39656E+18
1071,1.39656E+18
1072,1.39656E+18
1073,1.39656E+18
1074,1.39656E+18
1075,1.39656E+18
1076,1.39656E+18
1077,1.39656E+18
1078,1.39656E+18
1079,1.39656E+18
1080,1.39656E+18
1081,1.39656E+18
1082,1.39656E+18
1083,1.39656E+18
1084,1.39656E+18
1086,1.39656E+18
1087,1.39656E+18
1088,1.39656E+18
1089,1.39656E+18
1090,1.39656E+18
1092,1.39656E+18
1093,1.39656E+18
1094,1.39656E+18
1095,1.39656E+18
1096,1.39656E+18
1097,1.39656E+18
1098,1.39656E+18
1099,1.39656E+18
1100,1.39656E+18
1101,1.39656E+18
1102,1.39656E+18
1103,1.39656E+18
1104,1.39656E+18
1105,1.39656E+18
1106,1.39656E+18
1107,1.39656E+18
1108,1.39656E+18
1109,1.39656E+18
1110,1.39656E+18
1111,1.39656E+18
1113,1.39656E+18
1114,1.39656E+18
1115,1.39656E+18
1116,1.39656E+18
1117,1.39656E+18
1118,1.39656E+18
1119,1.39656E+18
1120,1.39656E+18
1121,1.39656E+18
1122,1.39656E+18
1123,1.39656E+18
1124,1.39656E+18
1125,1.39656E+18
1126,1.39656E+18
1127,1.39656E+18
1128,1.39656E+18
1129,1.39656E+18
1130,1.39656E+18
1131,1.39656E+18
1132,1.39656E+18
1133,1.39656E+18
1134,1.39656E+18
1135,1.39656E+18
1136,1.39656E+18
1137,1.39656E+18
1138,1.39656E+18
1139,1.39656E+18
1140,1.39656E+18
1141,1.39656E+18
1142,1.39656E+18
1144,1.39656E+18
1145,1.39656E+18
1146,1.39656E+18
1147,1.39656E+18
1148,1.39656E+18
1149,1.39656E+18
1150,1.39656E+18
1151,1.39656E+18
1152,1.39656E+18
1155,1.39656E+18
1156,1.39656E+18
1157,1.39656E+18
1158,1.39656E+18
1159,1.39656E+18
1160,1.39656E+18
1161,1.39656E+18
1162,1.39656E+18
1163,1.39656E+18
1165,1.39656E+18
1166,1.39656E+18
1167,1.39656E+18
1168,1.39656E+18
1169,1.39656E+18
1170,1.39656E+18
1172,1.39656E+18
1173,1.39656E+18
1174,1.39656E+18
1175,1.39656E+18
1176,1.39656E+18
1177,1.39656E+18
1178,1.39656E+18
1179,1.39656E+18
1180,1.39656E+18
1181,1.39656E+18
1182,1.39656E+18
1183,1.39656E+18
1184,1.39656E+18
1185,1.39656E+18
1186,1.39656E+18
1187,1.39656E+18
1188,1.39656E+18
1189,1.39656E+18
1190,1.39656E+18
1191,1.39656E+18
1192,1.39656E+18
1193,1.39656E+18
1194,1.39656E+18
1195,1.39656E+18
1196,1.39656E+18
1197,1.39656E+18
1198,1.39656E+18
1199,1.39656E+18
1200,1.39656E+18
1201,1.39656E+18
1202,1.39656E+18
1203,1.39656E+18
1204,1.39655E+18
1205,1.39655E+18
1206,1.39655E+18
1207,1.39655E+18
1208,1.39655E+18
1209,1.39655E+18
1210,1.39655E+18
1211,1.39655E+18
1212,1.39655E+18
1213,1.39655E+18
1214,1.39655E+18
1215,1.39655E+18
1216,1.39655E+18
1217,1.39655E+18
1218,1.39655E+18
1219,1.39655E+18
1220,1.39655E+18
1221,1.39655E+18
1224,1.39655E+18
1225,1.39655E+18
1226,1.39655E+18
1227,1.39655E+18
1228,1.39655E+18
1229,1.39655E+18
1230,1.39655E+18
1231,1.39655E+18
1232,1.39655E+18
1233,1.39655E+18
1234,1.39655E+18
1235,1.39655E+18
1236,1.39655E+18
1237,1.39655E+18
1239,1.39655E+18
1240,1.39655E+18
1241,1.39655E+18
1242,1.39655E+18
1243,1.39655E+18
1244,1.39655E+18
1245,1.39655E+18
1246,1.39655E+18
1247,1.39655E+18
1248,1.39655E+18
1249,1.39655E+18
1250,1.39655E+18
1251,1.39655E+18
1252,1.39655E+18
1253,1.39655E+18
1254,1.39655E+18
1255,1.39655E+18
1256,1.39655E+18
1257,1.39655E+18
1258,1.39655E+18
1259,1.39655E+18
1260,1.39655E+18
1261,1.39655E+18
1262,1.39655E+18
1263,1.39655E+18
1264,1.39655E+18
1265,1.39655E+18
1267,1.39655E+18
1268,1.39655E+18
1269,1.39655E+18
1270,1.39655E+18
1271,1.39655E+18
1272,1.39655E+18
1273,1.39655E+18
1274,1.39655E+18
1275,1.39655E+18
1276,1.39655E+18
1277,1.39655E+18
1278,1.39655E+18
1279,1.39655E+18
1281,1.39655E+18
1282,1.39655E+18
1283,1.39655E+18
1284,1.39655E+18
1285,1.39655E+18
1286,1.39655E+18
1287,1.39655E+18
1288,1.39655E+18
1289,1.39655E+18
1290,1.39655E+18
1291,1.39655E+18
1292,1.39655E+18
1293,1.39655E+18
1294,1.39655E+18
1295,1.39655E+18
1296,1.39655E+18
1298,1.39655E+18
1299,1.39655E+18
1300,1.39655E+18
1301,1.39655E+18
1302,1.39655E+18
1304,1.39655E+18
1307,1.39655E+18
1308,1.39655E+18
1309,1.39655E+18
1310,1.39655E+18
1311,1.39655E+18
1313,1.39655E+18
1314,1.39655E+18
1315,1.39655E+18
1316,1.39655E+18
1317,1.39655E+18
1318,1.39655E+18
1319,1.39655E+18
1320,1.39655E+18
1321,1.39655E+18
1322,1.39655E+18
1324,1.39655E+18
1325,1.39655E+18
1326,1.39655E+18
1327,1.39655E+18
1328,1.39655E+18
1329,1.39655E+18
1330,1.39655E+18
1331,1.39655E+18
1332,1.39655E+18
1333,1.39655E+18
1334,1.39655E+18
1335,1.39655E+18
1336,1.39655E+18
1337,1.39655E+18
1338,1.39655E+18
1339,1.39655E+18
1340,1.39655E+18
1341,1.39655E+18
1342,1.39655E+18
1343,1.39655E+18
1344,1.39655E+18
1345,1.39655E+18
1346,1.39655E+18
1347,1.39655E+18
1348,1.39655E+18
1349,1.39655E+18
1351,1.39655E+18
1352,1.39655E+18
1353,1.39655E+18
1354,1.39655E+18
1356,1.39655E+18
1357,1.39655E+18
1359,1.39655E+18
1360,1.39655E+18
1361,1.39655E+18
1362,1.39655E+18
1363,1.39655E+18
1364,1.39655E+18
1365,1.39655E+18
1366,1.39655E+18
1367,1.39655E+18
1368,1.39655E+18
1371,1.39655E+18
1372,1.39655E+18
1373,1.39655E+18
1374,1.39655E+18
1375,1.39655E+18
1376,1.39655E+18
1377,1.39655E+18
1378,1.39655E+18
1380,1.39655E+18
1381,1.39655E+18
1382,1.39655E+18
1384,1.39655E+18
1385,1.39655E+18
1386,1.39655E+18
1387,1.39655E+18
1388,1.39655E+18
1390,1.39655E+18
1392,1.39655E+18
1393,1.39655E+18
1394,1.39655E+18
1395,1.39655E+18
1396,1.39655E+18
1397,1.39655E+18
1398,1.39655E+18
1399,1.39655E+18
1400,1.39655E+18
1401,1.39655E+18
1402,1.39655E+18
1403,1.39655E+18
1404,1.39655E+18
1405,1.39655E+18
1406,1.39655E+18
1407,1.39655E+18
1408,1.39655E+18
1409,1.39655E+18
1410,1.39655E+18
1411,1.39655E+18
1412,1.39655E+18
1413,1.39654E+18
1414,1.39654E+18
1415,1.39654E+18
1416,1.39654E+18
1417,1.39654E+18
1418,1.39654E+18
1419,1.39654E+18
1420,1.39654E+18
1421,1.39654E+18
1422,1.39654E+18
1423,1.39654E+18
1424,1.39654E+18
1425,1.39654E+18
1426,1.39654E+18
1427,1.39654E+18
1428,1.39654E+18
1429,1.39654E+18
1431,1.39654E+18
1432,1.39654E+18
1433,1.39654E+18
1434,1.39654E+18
1435,1.39654E+18
1436,1.39654E+18
1437,1.39654E+18
1438,1.39654E+18
1439,1.39654E+18
1441,1.39654E+18
1442,1.39654E+18
1444,1.39654E+18
1445,1.39654E+18
1446,1.39654E+18
1447,1.39654E+18
1448,1.39654E+18
1449,1.39654E+18
1450,1.39654E+18
1451,1.39654E+18
1452,1.39654E+18
1453,1.39654E+18
1454,1.39654E+18
1455,1.39654E+18
1456,1.39654E+18
1457,1.39654E+18
1458,1.39654E+18
1459,1.39654E+18
1461,1.39654E+18
1462,1.39654E+18
1463,1.39654E+18
1464,1.39654E+18
1465,1.39654E+18
1466,1.39654E+18
1467,1.39654E+18
1468,1.39654E+18
1469,1.39654E+18
1470,1.39654E+18
1471,1.39654E+18
1472,1.39654E+18
1473,1.39654E+18
1474,1.39654E+18
1475,1.39654E+18
1476,1.39654E+18
1477,1.39654E+18
1478,1.39654E+18
1479,1.39654E+18
1480,1.39654E+18
1481,1.39654E+18
1482,1.39654E+18
1483,1.39654E+18
1484,1.39654E+18
1485,1.39654E+18
1486,1.39654E+18
1487,1.39654E+18
1488,1.39654E+18
1490,1.39654E+18
1491,1.39654E+18
